loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,grade,sub_grade,fico_score,dti,application_type,loan_status
14400.0,14400.0,60 months,10.99,313.02,4 years,MORTGAGE,60852.0,Not Verified,other,UT,B,B3,742.0,11.89,Individual,Fully Paid
8000.0,8000.0,36 months,16.49,283.2,2 years,MORTGAGE,45000.0,Source Verified,debt_consolidation,NJ,D,D3,662.0,14.0,Individual,Fully Paid
12000.0,12000.0,36 months,8.49,378.76,8 years,RENT,33000.0,Verified,debt_consolidation,CA,A,A5,747.0,12.55,Individual,Fully Paid
28000.0,28000.0,36 months,8.49,883.77,8 years,MORTGAGE,115000.0,Source Verified,debt_consolidation,FL,A,A5,767.0,6.05,Individual,Fully Paid
5000.0,5000.0,36 months,15.99,175.77,< 1 year,RENT,46000.0,Source Verified,car,MD,D,D2,682.0,11.56,Individual,Charged Off
1500.0,1500.0,36 months,15.99,52.73,< 1 year,MORTGAGE,39600.0,Source Verified,other,NC,D,D2,662.0,2.64,Individual,Fully Paid
5025.0,5025.0,36 months,7.49,156.29,< 1 year,MORTGAGE,53000.0,Source Verified,wedding,SC,A,A4,722.0,6.32,Individual,Fully Paid
25000.0,25000.0,60 months,15.23,597.78,10+ years,MORTGAGE,107004.0,Verified,debt_consolidation,KS,C,C5,732.0,17.97,Individual,Fully Paid
20000.0,20000.0,60 months,16.49,491.59,10+ years,MORTGAGE,60000.0,Verified,debt_consolidation,MN,D,D3,712.0,16.16,Individual,Charged Off
5550.0,5550.0,36 months,7.49,172.62,2 years,RENT,47004.0,Not Verified,debt_consolidation,CA,A,A4,742.0,7.97,Individual,Fully Paid
15000.0,15000.0,36 months,11.99,498.15,4 years,OWN,57240.0,Not Verified,debt_consolidation,WA,B,B5,712.0,21.78,Individual,Fully Paid
6625.0,6625.0,36 months,8.49,209.11,10+ years,MORTGAGE,48000.0,Not Verified,credit_card,TX,A,A5,722.0,27.65,Individual,Fully Paid
20000.0,20000.0,60 months,13.99,465.27,2 years,MORTGAGE,57396.0,Verified,debt_consolidation,MO,C,C3,737.0,25.78,Individual,Fully Paid
4800.0,4800.0,36 months,13.49,162.87,8 years,MORTGAGE,72000.0,Not Verified,wedding,AZ,C,C2,677.0,15.8,Individual,Fully Paid
3600.0,3600.0,36 months,7.49,111.97,< 1 year,MORTGAGE,40000.0,Source Verified,major_purchase,MN,A,A4,737.0,13.11,Individual,Fully Paid
22500.0,22500.0,36 months,7.49,699.79,1 year,MORTGAGE,55550.0,Verified,debt_consolidation,NC,A,A4,752.0,14.82,Individual,Fully Paid
7000.0,7000.0,36 months,10.99,229.14,10+ years,RENT,34482.0,Source Verified,debt_consolidation,CA,B,B3,717.0,5.71,Individual,Fully Paid
24000.0,24000.0,36 months,10.99,785.62,3 years,RENT,60000.0,Verified,credit_card,CA,B,B3,722.0,17.32,Individual,Fully Paid
4800.0,4800.0,36 months,12.99,161.71,4 years,MORTGAGE,128000.0,Not Verified,moving,NC,C,C1,682.0,7.84,Individual,Fully Paid
16000.0,16000.0,60 months,10.99,347.8,10+ years,MORTGAGE,52302.0,Not Verified,debt_consolidation,MA,B,B3,767.0,19.75,Individual,Charged Off
20000.0,20000.0,60 months,11.99,444.79,2 years,RENT,34000.0,Source Verified,house,KS,B,B5,737.0,14.4,Individual,Fully Paid
6000.0,6000.0,36 months,9.99,193.58,2 years,RENT,37200.0,Not Verified,debt_consolidation,CA,B,B1,702.0,24.0,Individual,Fully Paid
22000.0,22000.0,36 months,10.59,715.99,5 years,MORTGAGE,80000.0,Verified,debt_consolidation,FL,B,B2,727.0,26.52,Individual,Fully Paid
15000.0,15000.0,36 months,8.49,473.45,10+ years,MORTGAGE,60000.0,Verified,credit_card,AZ,A,A5,747.0,11.52,Individual,Fully Paid
15000.0,15000.0,36 months,16.89,533.98,5 years,MORTGAGE,89000.0,Verified,debt_consolidation,GA,D,D4,667.0,18.11,Individual,Fully Paid
9600.0,9600.0,36 months,9.99,309.72,,RENT,24000.0,Not Verified,debt_consolidation,CA,B,B1,732.0,17.1,Individual,Fully Paid
12600.0,12600.0,36 months,9.99,406.51,2 years,MORTGAGE,42500.0,Source Verified,debt_consolidation,TX,B,B1,737.0,19.6,Individual,Fully Paid
3250.0,3250.0,36 months,13.49,110.28,4 years,MORTGAGE,60000.0,Verified,home_improvement,NM,C,C2,677.0,15.28,Individual,Fully Paid
5975.0,5975.0,60 months,10.99,129.89,6 years,MORTGAGE,56000.0,Not Verified,debt_consolidation,NY,B,B3,732.0,26.03,Individual,Charged Off
14000.0,14000.0,36 months,11.49,461.6,9 years,MORTGAGE,45000.0,Not Verified,debt_consolidation,AR,B,B4,697.0,20.19,Individual,Fully Paid
4000.0,4000.0,36 months,16.49,141.6,5 years,MORTGAGE,25344.0,Source Verified,other,CA,D,D3,662.0,5.45,Individual,Charged Off
13000.0,13000.0,36 months,7.49,404.33,7 years,RENT,68000.0,Source Verified,debt_consolidation,GA,A,A4,742.0,10.45,Individual,Fully Paid
24000.0,24000.0,36 months,15.62,839.28,7 years,RENT,110000.0,Verified,debt_consolidation,NY,D,D1,697.0,16.25,Individual,Fully Paid
3000.0,3000.0,36 months,5.42,90.48,10+ years,MORTGAGE,70000.0,Source Verified,major_purchase,MN,A,A1,782.0,13.94,Individual,Fully Paid
9600.0,9600.0,36 months,7.49,298.58,10+ years,MORTGAGE,38000.0,Verified,home_improvement,AZ,A,A4,727.0,14.31,Individual,Fully Paid
9000.0,9000.0,36 months,11.49,296.75,2 years,MORTGAGE,110000.0,Source Verified,home_improvement,MD,B,B4,712.0,14.65,Individual,Fully Paid
14000.0,14000.0,60 months,13.99,325.69,10+ years,MORTGAGE,140000.0,Verified,home_improvement,GA,C,C3,742.0,15.99,Individual,Fully Paid
17000.0,17000.0,36 months,8.49,536.57,6 years,RENT,65000.0,Not Verified,credit_card,CA,A,A5,747.0,12.61,Individual,Fully Paid
30000.0,30000.0,60 months,11.99,667.19,,MORTGAGE,63874.0,Verified,home_improvement,IL,B,B5,767.0,4.53,Individual,Fully Paid
8700.0,8700.0,36 months,12.99,293.1,6 years,MORTGAGE,102000.0,Not Verified,debt_consolidation,TX,C,C1,677.0,14.67,Individual,Fully Paid
3000.0,3000.0,36 months,6.99,92.62,1 year,RENT,24000.0,Source Verified,debt_consolidation,MT,A,A3,732.0,4.2,Individual,Fully Paid
2000.0,2000.0,36 months,10.99,65.47,10+ years,MORTGAGE,48000.0,Source Verified,small_business,CA,B,B3,687.0,11.75,Individual,Fully Paid
10000.0,10000.0,36 months,8.49,315.63,3 years,MORTGAGE,51000.0,Verified,debt_consolidation,OH,A,A5,717.0,24.68,Individual,Fully Paid
11000.0,11000.0,36 months,16.89,391.58,7 years,MORTGAGE,50000.0,Source Verified,major_purchase,MI,D,D4,667.0,15.31,Individual,Fully Paid
5600.0,5600.0,36 months,7.49,174.17,5 years,RENT,51000.0,Not Verified,wedding,NY,A,A4,722.0,12.52,Individual,Fully Paid
35000.0,35000.0,60 months,15.62,844.09,10+ years,RENT,82320.0,Verified,debt_consolidation,CT,D,D1,747.0,8.16,Individual,Charged Off
14000.0,14000.0,60 months,11.49,307.83,10+ years,MORTGAGE,93996.0,Source Verified,home_improvement,CA,B,B4,757.0,11.49,Individual,Fully Paid
12000.0,12000.0,36 months,11.99,398.52,5 years,RENT,52000.0,Source Verified,credit_card,IL,B,B5,692.0,10.68,Individual,Fully Paid
4500.0,4500.0,36 months,13.49,152.69,5 years,RENT,110000.0,Not Verified,credit_card,NY,C,C2,682.0,3.5,Individual,Fully Paid
17000.0,17000.0,60 months,9.99,361.12,10+ years,MORTGAGE,75000.0,Source Verified,debt_consolidation,IL,B,B1,772.0,23.52,Individual,Fully Paid
5000.0,5000.0,36 months,13.99,170.87,2 years,MORTGAGE,88500.0,Not Verified,debt_consolidation,VA,C,C3,677.0,20.16,Individual,Fully Paid
12375.0,12375.0,36 months,10.99,405.09,5 years,MORTGAGE,50000.0,Source Verified,debt_consolidation,MD,B,B3,712.0,19.51,Individual,Fully Paid
26000.0,26000.0,60 months,15.23,621.69,< 1 year,RENT,67200.0,Verified,debt_consolidation,WA,C,C5,757.0,25.27,Individual,Fully Paid
9975.0,9975.0,36 months,10.99,326.53,,RENT,29004.0,Source Verified,debt_consolidation,MA,B,B3,697.0,17.67,Individual,Fully Paid
8000.0,8000.0,36 months,11.99,265.68,10+ years,RENT,40000.0,Source Verified,debt_consolidation,IL,B,B5,692.0,24.9,Individual,Charged Off
19125.0,19125.0,36 months,13.99,653.56,4 years,MORTGAGE,56000.0,Verified,debt_consolidation,FL,C,C3,707.0,14.68,Individual,Fully Paid
14500.0,14500.0,60 months,18.79,374.47,,MORTGAGE,36000.0,Verified,debt_consolidation,OH,E,E3,672.0,22.43,Individual,Charged Off
32500.0,28250.0,36 months,9.99,911.42,6 years,RENT,65000.0,Verified,debt_consolidation,NJ,B,B1,762.0,19.51,Individual,Fully Paid
29800.0,28975.0,36 months,10.99,948.47,10+ years,OWN,75000.0,Verified,other,OH,B,B3,792.0,0.64,Individual,Fully Paid
12000.0,12000.0,36 months,7.49,373.22,7 years,MORTGAGE,56500.0,Source Verified,credit_card,MO,A,A4,737.0,9.35,Individual,Fully Paid
25000.0,25000.0,60 months,11.99,555.99,10+ years,MORTGAGE,73096.0,Verified,other,PA,B,B5,782.0,17.68,Individual,Fully Paid
4000.0,4000.0,36 months,15.62,139.88,3 years,MORTGAGE,60000.0,Source Verified,debt_consolidation,MD,D,D1,662.0,10.82,Individual,Charged Off
24000.0,24000.0,36 months,7.49,746.44,10+ years,MORTGAGE,72000.0,Verified,debt_consolidation,AR,A,A4,762.0,26.43,Individual,Fully Paid
18000.0,18000.0,60 months,18.79,464.86,< 1 year,RENT,150000.0,Source Verified,major_purchase,NY,E,E3,687.0,4.32,Individual,Fully Paid
24000.0,24000.0,36 months,10.99,785.62,6 years,RENT,97500.0,Verified,debt_consolidation,DC,B,B3,717.0,9.32,Individual,Fully Paid
24575.0,24575.0,60 months,14.79,581.94,4 years,MORTGAGE,81996.0,Verified,debt_consolidation,NJ,C,C4,737.0,16.82,Individual,Fully Paid
1200.0,1200.0,36 months,8.49,37.88,10+ years,RENT,43000.0,Source Verified,other,PA,A,A5,747.0,3.85,Individual,Fully Paid
14000.0,14000.0,36 months,10.99,458.28,< 1 year,RENT,65000.0,Source Verified,debt_consolidation,NJ,B,B3,702.0,21.14,Individual,Fully Paid
4800.0,4800.0,36 months,15.62,167.86,5 years,OWN,62000.0,Verified,credit_card,NY,D,D1,662.0,14.07,Individual,Fully Paid
18000.0,18000.0,60 months,15.99,437.63,3 years,RENT,105144.0,Verified,debt_consolidation,OR,D,D2,717.0,23.27,Individual,Fully Paid
12000.0,12000.0,36 months,10.99,392.81,3 years,RENT,115000.0,Verified,debt_consolidation,MA,B,B3,717.0,18.82,Individual,Fully Paid
3500.0,3500.0,36 months,5.42,105.56,1 year,RENT,70000.0,Source Verified,debt_consolidation,CA,A,A1,802.0,0.41,Individual,Fully Paid
35000.0,35000.0,60 months,15.23,836.88,2 years,MORTGAGE,250000.0,Verified,home_improvement,IL,C,C5,767.0,10.77,Individual,Fully Paid
15000.0,15000.0,60 months,19.69,394.83,< 1 year,RENT,45000.0,Source Verified,other,TX,E,E5,672.0,15.09,Individual,Fully Paid
4100.0,4100.0,60 months,22.11,113.5,2 years,RENT,150000.0,Source Verified,wedding,VA,G,G1,662.0,8.88,Individual,Fully Paid
10000.0,10000.0,36 months,5.42,301.6,3 years,MORTGAGE,96000.0,Not Verified,home_improvement,CA,A,A1,797.0,1.69,Individual,Fully Paid
7000.0,7000.0,36 months,5.99,212.93,6 years,RENT,52000.0,Not Verified,debt_consolidation,PA,A,A2,777.0,10.68,Individual,Fully Paid
2800.0,2800.0,36 months,13.99,95.69,3 years,RENT,45000.0,Verified,debt_consolidation,FL,C,C3,677.0,12.43,Individual,Fully Paid
2600.0,2600.0,60 months,20.25,69.25,6 years,MORTGAGE,27800.0,Source Verified,debt_consolidation,MD,F,F1,667.0,4.96,Individual,Fully Paid
3600.0,3600.0,60 months,10.59,77.54,4 years,MORTGAGE,63000.0,Not Verified,other,SC,B,B2,722.0,19.3,Individual,Fully Paid
32350.0,32350.0,60 months,21.74,888.7,10+ years,MORTGAGE,91000.0,Verified,home_improvement,NJ,F,F5,667.0,21.3,Individual,Charged Off
7000.0,7000.0,36 months,15.62,244.79,6 years,MORTGAGE,37000.0,Source Verified,debt_consolidation,AR,D,D1,667.0,20.17,Individual,Fully Paid
4500.0,4500.0,36 months,5.99,136.88,< 1 year,MORTGAGE,39660.0,Source Verified,car,OH,A,A2,757.0,11.65,Individual,Charged Off
10000.0,10000.0,36 months,15.99,351.53,4 years,MORTGAGE,36000.0,Source Verified,debt_consolidation,CA,D,D2,672.0,21.6,Individual,Charged Off
12000.0,12000.0,60 months,8.49,246.15,5 years,MORTGAGE,42000.0,Not Verified,wedding,CA,A,A5,797.0,0.43,Individual,Fully Paid
10000.0,10000.0,60 months,13.99,232.64,10+ years,RENT,80004.0,Source Verified,other,IL,C,C3,717.0,6.33,Individual,Charged Off
21000.0,21000.0,36 months,11.99,697.41,6 years,MORTGAGE,95000.0,Verified,debt_consolidation,FL,B,B5,707.0,10.32,Individual,Fully Paid
4500.0,4500.0,60 months,17.49,113.03,4 years,RENT,18996.0,Source Verified,other,KS,D,D5,672.0,22.17,Individual,Fully Paid
15000.0,15000.0,36 months,10.59,488.18,4 years,MORTGAGE,69500.0,Not Verified,other,CA,B,B2,722.0,9.5,Individual,Fully Paid
21000.0,21000.0,60 months,15.23,502.13,7 years,MORTGAGE,90000.0,Verified,debt_consolidation,AR,C,C5,727.0,14.97,Individual,Fully Paid
1600.0,1600.0,36 months,13.99,54.68,10+ years,MORTGAGE,130000.0,Verified,moving,FL,C,C3,672.0,9.01,Individual,Fully Paid
9000.0,9000.0,36 months,8.49,284.07,2 years,MORTGAGE,75000.0,Source Verified,debt_consolidation,OK,A,A5,742.0,8.46,Individual,Fully Paid
11200.0,11200.0,36 months,9.99,361.34,10+ years,RENT,61000.0,Verified,debt_consolidation,TX,B,B1,747.0,24.16,Individual,Fully Paid
14000.0,14000.0,36 months,9.99,451.68,3 years,RENT,120000.0,Not Verified,debt_consolidation,CA,B,B1,737.0,6.36,Individual,Fully Paid
15000.0,15000.0,36 months,15.99,527.29,2 years,MORTGAGE,85000.0,Verified,wedding,WA,D,D2,687.0,21.13,Individual,Fully Paid
10200.0,10200.0,60 months,20.62,273.77,3 years,MORTGAGE,215000.0,Source Verified,other,HI,F,F2,677.0,5.29,Individual,Fully Paid
1400.0,1400.0,36 months,14.79,48.39,3 years,MORTGAGE,48000.0,Source Verified,home_improvement,CA,C,C4,682.0,10.9,Individual,Fully Paid
5325.0,5325.0,36 months,10.99,174.31,< 1 year,RENT,25000.0,Not Verified,debt_consolidation,LA,B,B3,707.0,18.19,Individual,Fully Paid
4800.0,4800.0,36 months,9.99,154.86,10+ years,MORTGAGE,38628.96,Not Verified,other,OK,B,B1,717.0,16.5,Individual,Fully Paid
16425.0,16425.0,60 months,19.29,428.7,< 1 year,RENT,38800.0,Verified,debt_consolidation,TX,E,E4,692.0,24.22,Individual,Fully Paid
8000.0,8000.0,36 months,9.99,258.1,< 1 year,RENT,53052.0,Source Verified,other,TX,B,B1,732.0,18.95,Individual,Fully Paid
10000.0,10000.0,36 months,13.49,339.31,5 years,MORTGAGE,83050.0,Verified,debt_consolidation,OH,C,C2,692.0,22.56,Individual,Fully Paid
14400.0,14400.0,60 months,11.49,316.63,2 years,OWN,34920.0,Verified,debt_consolidation,FL,B,B4,757.0,23.99,Individual,Fully Paid
2000.0,2000.0,36 months,5.42,60.32,10+ years,MORTGAGE,59000.0,Not Verified,major_purchase,KY,A,A1,792.0,2.4,Individual,Fully Paid
1000.0,1000.0,36 months,11.99,33.21,1 year,RENT,34800.0,Source Verified,other,TX,B,B5,677.0,20.69,Individual,Fully Paid
20000.0,20000.0,60 months,11.99,444.79,9 years,MORTGAGE,52000.0,Verified,debt_consolidation,NY,B,B5,747.0,25.06,Individual,Fully Paid
10000.0,10000.0,36 months,9.99,322.63,3 years,RENT,53000.0,Source Verified,debt_consolidation,CA,B,B1,727.0,13.97,Individual,Fully Paid
25000.0,25000.0,60 months,20.62,671.01,8 years,MORTGAGE,84000.0,Verified,debt_consolidation,MA,F,F2,677.0,11.67,Individual,Fully Paid
35000.0,35000.0,60 months,15.23,836.88,5 years,MORTGAGE,190000.0,Source Verified,home_improvement,WI,C,C5,762.0,0.9,Individual,Fully Paid
5000.0,5000.0,36 months,8.49,157.82,10+ years,MORTGAGE,33000.0,Not Verified,credit_card,GA,A,A5,732.0,8.22,Individual,Fully Paid
25000.0,25000.0,36 months,16.49,884.99,7 years,RENT,72000.0,Source Verified,debt_consolidation,MA,D,D3,697.0,18.18,Individual,Fully Paid
2600.0,2600.0,60 months,17.49,65.31,2 years,RENT,40000.0,Source Verified,debt_consolidation,AL,D,D5,697.0,13.02,Individual,Charged Off
10000.0,10000.0,36 months,9.99,322.63,1 year,RENT,65000.0,Source Verified,small_business,NY,B,B1,762.0,1.61,Individual,Fully Paid
28000.0,28000.0,60 months,13.49,644.14,10+ years,RENT,67000.0,Verified,debt_consolidation,FL,C,C2,762.0,25.9,Individual,Fully Paid
5000.0,5000.0,36 months,9.99,161.32,< 1 year,RENT,21600.0,Not Verified,debt_consolidation,MI,B,B1,767.0,15.5,Individual,Fully Paid
7000.0,7000.0,36 months,7.49,217.72,4 years,RENT,28800.0,Not Verified,debt_consolidation,KS,A,A4,742.0,20.5,Individual,Fully Paid
25000.0,25000.0,60 months,11.49,549.69,10+ years,MORTGAGE,96660.0,Verified,debt_consolidation,CA,B,B4,752.0,20.09,Individual,Fully Paid
15000.0,15000.0,60 months,17.49,376.76,6 years,RENT,130000.0,Source Verified,credit_card,NY,D,D5,687.0,11.25,Individual,Fully Paid
6000.0,6000.0,36 months,7.49,186.61,< 1 year,RENT,18000.0,Source Verified,debt_consolidation,CA,A,A4,717.0,20.47,Individual,Fully Paid
13000.0,13000.0,36 months,11.99,431.73,5 years,RENT,70000.0,Verified,debt_consolidation,MN,B,B5,707.0,7.59,Individual,Fully Paid
4000.0,4000.0,36 months,11.49,131.89,7 years,RENT,95000.0,Not Verified,vacation,NY,B,B4,677.0,10.19,Individual,Fully Paid
35000.0,35000.0,36 months,10.59,1139.08,3 years,MORTGAGE,60000.0,Verified,small_business,CO,B,B2,772.0,4.6,Individual,Fully Paid
22100.0,22100.0,60 months,10.99,480.4,4 years,RENT,91800.0,Verified,other,OR,B,B3,757.0,7.69,Individual,Fully Paid
9600.0,9600.0,36 months,10.99,314.25,< 1 year,RENT,46000.0,Not Verified,credit_card,RI,B,B3,707.0,23.79,Individual,Fully Paid
4500.0,4500.0,36 months,13.49,152.69,8 years,RENT,45000.0,Verified,car,TX,C,C2,662.0,21.57,Individual,Charged Off
5600.0,5600.0,36 months,7.49,174.17,< 1 year,MORTGAGE,36000.0,Verified,debt_consolidation,OH,A,A4,737.0,12.67,Individual,Fully Paid
25000.0,25000.0,60 months,12.99,568.7,10+ years,MORTGAGE,82000.0,Verified,debt_consolidation,MD,C,C1,737.0,14.91,Individual,Fully Paid
14000.0,14000.0,60 months,18.39,358.49,9 years,OWN,127035.0,Verified,debt_consolidation,MI,E,E2,697.0,21.19,Individual,Fully Paid
4000.0,4000.0,36 months,5.99,121.67,2 years,RENT,65000.0,Source Verified,moving,NJ,A,A2,752.0,13.74,Individual,Fully Paid
12800.0,12800.0,60 months,11.99,284.67,1 year,MORTGAGE,69996.0,Not Verified,debt_consolidation,PA,B,B5,722.0,20.4,Individual,Fully Paid
5650.0,5650.0,36 months,15.99,198.61,< 1 year,OWN,20000.0,Source Verified,credit_card,FL,D,D2,667.0,10.92,Individual,Fully Paid
16000.0,16000.0,60 months,13.49,368.08,3 years,RENT,52000.0,Not Verified,debt_consolidation,NY,C,C2,717.0,6.76,Individual,Fully Paid
12000.0,12000.0,36 months,12.99,404.27,10+ years,MORTGAGE,180000.0,Verified,debt_consolidation,NJ,C,C1,677.0,22.3,Individual,Fully Paid
6000.0,6000.0,36 months,6.99,185.24,< 1 year,RENT,96000.0,Verified,debt_consolidation,NY,A,A3,752.0,19.68,Individual,Fully Paid
16000.0,16000.0,60 months,13.99,372.21,10+ years,MORTGAGE,68000.0,Not Verified,debt_consolidation,MN,C,C3,732.0,10.52,Individual,Fully Paid
3625.0,3625.0,36 months,13.49,123.0,10+ years,MORTGAGE,20000.0,Source Verified,debt_consolidation,MN,C,C2,677.0,21.24,Individual,Fully Paid
10000.0,10000.0,36 months,11.49,329.72,3 years,RENT,130000.0,Not Verified,vacation,MA,B,B4,707.0,9.66,Individual,Fully Paid
25000.0,25000.0,60 months,15.23,597.78,1 year,RENT,75000.0,Verified,debt_consolidation,FL,C,C5,752.0,12.66,Individual,Fully Paid
25000.0,25000.0,60 months,13.49,575.12,< 1 year,MORTGAGE,124000.0,Verified,home_improvement,CA,C,C2,762.0,5.25,Individual,Fully Paid
18000.0,18000.0,36 months,13.49,610.75,6 years,RENT,78000.0,Not Verified,debt_consolidation,CO,C,C2,692.0,18.58,Individual,Fully Paid
8000.0,8000.0,36 months,11.99,265.68,7 years,MORTGAGE,100800.0,Not Verified,credit_card,IL,B,B5,697.0,17.31,Individual,Fully Paid
34000.0,34000.0,60 months,18.79,878.06,10+ years,MORTGAGE,151000.0,Verified,debt_consolidation,PA,E,E3,717.0,4.82,Individual,Fully Paid
3000.0,3000.0,36 months,10.99,98.21,,MORTGAGE,71400.0,Not Verified,major_purchase,GA,B,B3,692.0,3.33,Individual,Fully Paid
11000.0,11000.0,36 months,13.49,373.24,6 years,RENT,29000.0,Not Verified,debt_consolidation,NC,C,C2,692.0,13.94,Individual,Fully Paid
11200.0,11200.0,36 months,13.99,382.74,4 years,RENT,54000.0,Not Verified,debt_consolidation,FL,C,C3,692.0,20.04,Individual,Fully Paid
6800.0,6800.0,36 months,10.59,221.31,10+ years,RENT,54000.0,Source Verified,debt_consolidation,CA,B,B2,702.0,13.53,Individual,Fully Paid
20000.0,20000.0,60 months,16.49,491.59,3 years,MORTGAGE,72000.0,Verified,wedding,TX,D,D3,712.0,24.58,Individual,Fully Paid
5000.0,5000.0,60 months,10.99,108.69,,MORTGAGE,22992.0,Verified,other,WV,B,B3,767.0,16.39,Individual,Fully Paid
12000.0,12000.0,36 months,15.99,421.83,2 years,RENT,50400.0,Source Verified,debt_consolidation,WY,D,D2,672.0,5.43,Individual,Fully Paid
14000.0,14000.0,36 months,10.99,458.28,4 years,OWN,40000.0,Not Verified,vacation,NJ,B,B3,717.0,13.71,Individual,Fully Paid
4200.0,4200.0,36 months,5.99,127.76,1 year,MORTGAGE,67000.0,Not Verified,credit_card,NY,A,A2,757.0,8.38,Individual,Fully Paid
25000.0,25000.0,60 months,19.29,652.51,10+ years,MORTGAGE,74326.08,Verified,other,TX,E,E4,712.0,23.07,Individual,Charged Off
1500.0,1500.0,60 months,8.49,30.77,10+ years,MORTGAGE,65304.0,Source Verified,other,NV,A,A5,757.0,22.01,Individual,Fully Paid
10000.0,10000.0,36 months,8.49,315.63,5 years,MORTGAGE,240000.0,Source Verified,debt_consolidation,CA,A,A5,737.0,2.85,Individual,Fully Paid
20800.0,20800.0,60 months,20.62,558.28,5 years,MORTGAGE,70000.0,Verified,credit_card,TX,F,F2,677.0,19.73,Individual,Fully Paid
5000.0,5000.0,36 months,11.49,164.86,6 years,MORTGAGE,75000.0,Not Verified,debt_consolidation,NY,B,B4,692.0,5.02,Individual,Fully Paid
13000.0,13000.0,36 months,8.49,410.32,3 years,MORTGAGE,78000.0,Not Verified,debt_consolidation,CA,A,A5,757.0,11.69,Individual,Charged Off
4000.0,4000.0,36 months,10.99,130.94,10+ years,MORTGAGE,40000.0,Not Verified,other,MI,B,B3,682.0,12.27,Individual,Fully Paid
3000.0,3000.0,60 months,13.99,69.79,< 1 year,MORTGAGE,55460.0,Source Verified,car,MO,C,C3,697.0,6.82,Individual,Charged Off
14000.0,14000.0,60 months,11.49,307.83,5 years,MORTGAGE,56000.0,Not Verified,debt_consolidation,KS,B,B4,732.0,18.17,Individual,Fully Paid
8000.0,8000.0,36 months,5.42,241.28,10+ years,MORTGAGE,22000.0,Source Verified,car,IL,A,A1,787.0,24.16,Individual,Fully Paid
18000.0,18000.0,36 months,13.99,615.11,9 years,RENT,65000.0,Not Verified,debt_consolidation,NY,C,C3,697.0,13.16,Individual,Fully Paid
10500.0,10500.0,36 months,7.49,326.57,4 years,OWN,60000.0,Not Verified,debt_consolidation,CA,A,A4,752.0,4.96,Individual,Fully Paid
10000.0,10000.0,36 months,7.49,311.02,1 year,RENT,26400.0,Not Verified,debt_consolidation,NY,A,A4,747.0,11.86,Individual,Fully Paid
3000.0,3000.0,36 months,10.99,98.21,10+ years,RENT,67000.0,Not Verified,debt_consolidation,CA,B,B3,697.0,20.96,Individual,Fully Paid
8500.0,8500.0,36 months,7.49,264.37,,MORTGAGE,230000.0,Verified,credit_card,MA,A,A4,742.0,9.22,Individual,Fully Paid
4400.0,4400.0,36 months,5.99,133.84,10+ years,MORTGAGE,48000.0,Source Verified,medical,CA,A,A2,747.0,8.43,Individual,Fully Paid
6000.0,6000.0,36 months,6.99,185.24,10+ years,MORTGAGE,90000.0,Not Verified,vacation,FL,A,A3,752.0,18.16,Individual,Fully Paid
25300.0,25300.0,36 months,10.99,828.17,10+ years,RENT,95000.0,Verified,small_business,NY,B,B3,767.0,1.68,Individual,Charged Off
7000.0,7000.0,36 months,8.49,220.95,10+ years,MORTGAGE,48000.0,Not Verified,home_improvement,AR,A,A5,717.0,12.22,Individual,Fully Paid
10000.0,10000.0,36 months,13.49,339.31,8 years,MORTGAGE,55140.0,Source Verified,debt_consolidation,CO,C,C2,692.0,16.69,Individual,Fully Paid
4000.0,4000.0,36 months,15.62,139.88,2 years,RENT,18720.0,Source Verified,debt_consolidation,DC,D,D1,662.0,11.86,Individual,Charged Off
35000.0,35000.0,36 months,13.99,1196.05,5 years,MORTGAGE,230000.0,Verified,credit_card,MD,C,C3,737.0,21.76,Individual,Fully Paid
7200.0,7200.0,36 months,10.59,234.33,3 years,MORTGAGE,35000.0,Not Verified,debt_consolidation,OH,B,B2,727.0,26.4,Individual,Fully Paid
15000.0,15000.0,60 months,10.99,326.07,10+ years,RENT,80400.0,Not Verified,debt_consolidation,CA,B,B3,772.0,13.42,Individual,Fully Paid
5175.0,5175.0,60 months,11.99,115.09,8 years,RENT,46000.0,Not Verified,debt_consolidation,FL,B,B5,717.0,4.93,Individual,Fully Paid
12000.0,12000.0,36 months,11.99,398.52,6 years,MORTGAGE,105000.0,Not Verified,debt_consolidation,MA,B,B5,682.0,9.27,Individual,Fully Paid
14700.0,14700.0,60 months,11.99,326.92,2 years,RENT,84500.0,Not Verified,debt_consolidation,MA,B,B5,717.0,17.71,Individual,Fully Paid
7000.0,7000.0,60 months,20.99,189.34,1 year,RENT,36000.0,Source Verified,debt_consolidation,NY,F,F3,662.0,12.77,Individual,Fully Paid
11300.0,11300.0,60 months,12.99,257.06,10+ years,MORTGAGE,40800.0,Not Verified,debt_consolidation,FL,C,C1,712.0,17.62,Individual,Charged Off
24000.0,24000.0,60 months,17.99,609.32,2 years,MORTGAGE,70000.0,Verified,small_business,CT,E,E1,702.0,24.33,Individual,Fully Paid
3600.0,3600.0,36 months,5.99,109.51,5 years,MORTGAGE,50000.0,Not Verified,home_improvement,NH,A,A2,757.0,13.25,Individual,Fully Paid
3600.0,3600.0,36 months,5.99,109.51,1 year,RENT,60000.0,Not Verified,car,NC,A,A2,797.0,12.54,Individual,Fully Paid
