loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,grade,sub_grade,fico_score,dti,application_type,loan_status
20000.0,20000.0,36 months,9.63,641.88,< 1 year,MORTGAGE,195000.0,Source Verified,debt_consolidation,TX,B,B1,747.0,7.56,Individual,Fully Paid
8000.0,8000.0,60 months,16.02,194.63,< 1 year,RENT,46000.0,Verified,debt_consolidation,MD,D,D5,692.0,5.03,Individual,Fully Paid
15000.0,15000.0,36 months,10.37,486.62,3 years,MORTGAGE,82000.0,Not Verified,small_business,NC,B,B3,702.0,11.59,Individual,Fully Paid
10500.0,10500.0,36 months,15.28,365.43,1 year,MORTGAGE,72000.0,Verified,major_purchase,IL,D,D3,662.0,16.78,Individual,Fully Paid
30000.0,30000.0,60 months,10.37,642.89,7 years,MORTGAGE,64700.0,Verified,home_improvement,IL,B,B3,802.0,14.26,Individual,Fully Paid
3500.0,3500.0,36 months,7.29,108.54,,RENT,8400.0,Verified,car,NY,A,A4,772.0,10.86,Individual,Fully Paid
7200.0,7200.0,60 months,13.8,166.79,5 years,OWN,43500.0,Not Verified,debt_consolidation,PA,C,C4,702.0,20.25,Individual,Fully Paid
4700.0,4700.0,60 months,21.59,128.72,2 years,RENT,24996.0,Source Verified,major_purchase,GA,G,G5,662.0,1.44,Individual,Fully Paid
9000.0,9000.0,36 months,5.79,272.95,6 years,MORTGAGE,52000.0,Not Verified,debt_consolidation,PA,A,A2,752.0,14.15,Individual,Fully Paid
1500.0,1500.0,36 months,7.29,46.52,< 1 year,OWN,10980.0,Source Verified,renewable_energy,FL,A,A4,792.0,14.86,Individual,Fully Paid
10800.0,10800.0,36 months,15.65,377.84,2 years,RENT,79135.0,Verified,debt_consolidation,PA,D,D4,727.0,22.5,Individual,Fully Paid
17000.0,17000.0,60 months,11.11,370.56,10+ years,RENT,88000.0,Not Verified,debt_consolidation,WI,B,B5,762.0,16.62,Individual,Fully Paid
2000.0,2000.0,36 months,5.79,60.66,2 years,OWN,28800.0,Not Verified,major_purchase,IL,A,A2,762.0,5.08,Individual,Fully Paid
4800.0,4800.0,36 months,11.11,157.4,< 1 year,RENT,32000.0,Source Verified,debt_consolidation,CA,B,B5,687.0,21.11,Individual,Fully Paid
14000.0,14000.0,60 months,17.88,354.6,9 years,RENT,35000.0,Source Verified,debt_consolidation,CA,E,E5,667.0,16.73,Individual,Fully Paid
6000.0,6000.0,36 months,7.66,187.08,2 years,RENT,30000.0,Not Verified,car,MD,A,A5,712.0,7.2,Individual,Fully Paid
16000.0,16000.0,60 months,13.06,364.55,10+ years,MORTGAGE,85000.0,Source Verified,credit_card,MI,C,C2,712.0,14.27,Individual,Fully Paid
7600.0,7600.0,36 months,12.68,254.91,4 years,RENT,61000.0,Source Verified,wedding,IL,C,C1,682.0,1.1,Individual,Fully Paid
31000.0,31000.0,60 months,15.65,748.11,10+ years,MORTGAGE,106305.6,Source Verified,small_business,GA,D,D4,732.0,8.51,Individual,Charged Off
9600.0,9600.0,60 months,14.91,227.94,7 years,RENT,59964.0,Verified,debt_consolidation,CA,D,D2,712.0,19.27,Individual,Fully Paid
14000.0,14000.0,36 months,10.37,454.18,4 years,RENT,46800.0,Not Verified,debt_consolidation,WA,B,B3,707.0,19.15,Individual,Fully Paid
5000.0,5000.0,60 months,10.0,106.24,< 1 year,RENT,48000.0,Source Verified,car,FL,B,B2,737.0,9.28,Individual,Fully Paid
20000.0,20000.0,60 months,16.02,486.58,10+ years,MORTGAGE,89200.0,Verified,home_improvement,WA,D,D5,697.0,17.37,Individual,Fully Paid
13000.0,13000.0,60 months,17.51,326.66,2 years,RENT,30996.0,Not Verified,debt_consolidation,CO,E,E4,687.0,19.43,Individual,Fully Paid
1200.0,1200.0,60 months,14.91,28.5,10+ years,RENT,37000.0,Source Verified,medical,NY,D,D2,677.0,21.21,Individual,Fully Paid
13475.0,13475.0,60 months,14.17,314.73,,MORTGAGE,34000.0,Verified,moving,FL,C,C5,722.0,2.61,Individual,Fully Paid
16000.0,16000.0,36 months,13.06,539.57,10+ years,MORTGAGE,106800.0,Verified,debt_consolidation,AR,C,C2,682.0,24.56,Individual,Fully Paid
12000.0,12000.0,60 months,15.28,287.25,< 1 year,RENT,60000.0,Source Verified,other,NJ,D,D3,692.0,22.6,Individual,Fully Paid
12000.0,12000.0,36 months,14.91,415.46,1 year,RENT,120000.0,Source Verified,debt_consolidation,CA,D,D2,667.0,11.93,Individual,Fully Paid
8000.0,8000.0,36 months,12.68,268.33,7 years,MORTGAGE,71000.0,Not Verified,credit_card,CA,C,C1,702.0,18.63,Individual,Fully Paid
8000.0,8000.0,36 months,13.8,272.65,8 years,RENT,55000.0,Not Verified,debt_consolidation,IL,C,C4,677.0,11.85,Individual,Fully Paid
5000.0,5000.0,36 months,5.79,151.64,2 years,RENT,34000.0,Source Verified,credit_card,MO,A,A2,807.0,26.89,Individual,Fully Paid
17500.0,17500.0,60 months,10.74,378.23,10+ years,MORTGAGE,46000.0,Not Verified,debt_consolidation,MO,B,B4,742.0,12.21,Individual,Fully Paid
9900.0,9900.0,60 months,14.91,235.06,1 year,RENT,53000.0,Source Verified,debt_consolidation,IL,D,D2,707.0,20.51,Individual,Fully Paid
10000.0,10000.0,36 months,13.06,337.23,10+ years,MORTGAGE,193000.0,Source Verified,other,CA,C,C2,692.0,0.83,Individual,Fully Paid
27525.0,27525.0,36 months,10.74,897.75,10+ years,MORTGAGE,80070.0,Verified,small_business,NJ,B,B4,727.0,15.42,Individual,Fully Paid
20000.0,20000.0,60 months,13.8,463.3,8 years,MORTGAGE,60000.0,Verified,house,CA,C,C4,737.0,0.0,Individual,Fully Paid
9600.0,9600.0,36 months,7.29,297.7,7 years,MORTGAGE,80730.0,Verified,credit_card,PA,A,A4,727.0,25.28,Individual,Fully Paid
9600.0,9600.0,36 months,7.29,297.7,7 years,RENT,72576.0,Not Verified,other,RI,A,A4,742.0,9.66,Individual,Fully Paid
8000.0,8000.0,36 months,5.79,242.62,10+ years,MORTGAGE,78000.0,Not Verified,home_improvement,OK,A,A2,792.0,10.94,Individual,Fully Paid
4000.0,4000.0,36 months,5.79,121.31,10+ years,MORTGAGE,59000.0,Source Verified,credit_card,KY,A,A2,762.0,16.37,Individual,Fully Paid
8000.0,8000.0,36 months,11.11,262.33,,RENT,35142.0,Source Verified,debt_consolidation,MD,B,B5,697.0,9.56,Individual,Fully Paid
15000.0,15000.0,36 months,10.37,486.62,2 years,MORTGAGE,110004.0,Not Verified,home_improvement,TX,B,B3,702.0,10.17,Individual,Fully Paid
33000.0,33000.0,36 months,12.68,1106.83,8 years,RENT,67746.0,Verified,debt_consolidation,NJ,C,C1,732.0,10.65,Individual,Fully Paid
7000.0,7000.0,60 months,12.68,158.13,10+ years,RENT,56000.0,Source Verified,car,CA,C,C1,722.0,11.36,Individual,Fully Paid
20000.0,20000.0,36 months,10.37,648.83,10+ years,RENT,76000.0,Verified,credit_card,WA,B,B3,737.0,16.12,Individual,Fully Paid
16000.0,16000.0,60 months,15.65,386.12,10+ years,RENT,140000.0,Verified,debt_consolidation,NY,D,D4,697.0,10.83,Individual,Fully Paid
6000.0,6000.0,36 months,7.66,187.08,5 years,OWN,100000.0,Not Verified,car,NY,A,A5,727.0,14.64,Individual,Fully Paid
3600.0,3600.0,60 months,16.4,88.32,2 years,RENT,50000.0,Verified,debt_consolidation,CA,E,E1,667.0,20.26,Individual,Charged Off
4000.0,4000.0,36 months,5.42,120.64,3 years,RENT,36000.0,Source Verified,debt_consolidation,CA,A,A1,757.0,20.73,Individual,Fully Paid
8000.0,8000.0,36 months,11.11,262.33,4 years,RENT,52000.0,Source Verified,debt_consolidation,CA,B,B5,682.0,7.66,Individual,Fully Paid
2000.0,2000.0,36 months,7.29,62.02,6 years,RENT,101424.0,Source Verified,major_purchase,NY,A,A4,717.0,11.35,Individual,Fully Paid
12375.0,12375.0,60 months,20.48,331.18,10+ years,OWN,30000.0,Not Verified,debt_consolidation,CO,G,G2,667.0,14.88,Individual,Charged Off
5400.0,5400.0,36 months,10.37,175.19,4 years,RENT,28800.0,Verified,debt_consolidation,NH,B,B3,722.0,22.67,Individual,Fully Paid
6300.0,6300.0,36 months,11.11,206.59,7 years,MORTGAGE,27500.0,Not Verified,debt_consolidation,MI,B,B5,677.0,15.01,Individual,Fully Paid
20000.0,20000.0,60 months,13.8,463.3,4 years,MORTGAGE,76800.0,Verified,debt_consolidation,TX,C,C4,727.0,28.58,Individual,Charged Off
8000.0,8000.0,36 months,7.66,249.44,< 1 year,RENT,45000.0,Source Verified,other,NY,A,A5,787.0,1.2,Individual,Fully Paid
18225.0,18225.0,36 months,10.74,594.43,4 years,RENT,50000.0,Source Verified,credit_card,LA,B,B4,707.0,23.35,Individual,Fully Paid
35000.0,35000.0,60 months,14.17,817.48,10+ years,MORTGAGE,170000.0,Source Verified,debt_consolidation,MD,C,C5,757.0,2.49,Individual,Fully Paid
6000.0,6000.0,36 months,11.11,196.75,5 years,RENT,45000.0,Not Verified,credit_card,MD,B,B5,692.0,24.8,Individual,Fully Paid
3300.0,3300.0,36 months,7.66,102.9,10+ years,MORTGAGE,54400.0,Verified,debt_consolidation,TX,A,A5,712.0,23.74,Individual,Fully Paid
6000.0,6000.0,36 months,10.74,195.7,10+ years,MORTGAGE,57600.0,Source Verified,wedding,OH,B,B4,697.0,17.58,Individual,Fully Paid
14000.0,14000.0,36 months,10.37,454.18,3 years,RENT,130000.0,Source Verified,debt_consolidation,MA,B,B3,702.0,9.29,Individual,Fully Paid
10000.0,10000.0,36 months,16.77,355.39,6 years,RENT,95000.0,Source Verified,debt_consolidation,NY,E,E2,667.0,12.28,Individual,Fully Paid
10000.0,10000.0,60 months,12.68,225.9,,MORTGAGE,21000.0,Verified,debt_consolidation,MI,C,C1,762.0,5.71,Individual,Fully Paid
35000.0,32000.0,60 months,21.59,876.37,< 1 year,RENT,360000.0,Verified,moving,MI,G,G5,707.0,12.19,Individual,Fully Paid
4000.0,4000.0,36 months,12.68,134.17,4 years,RENT,75000.0,Source Verified,vacation,NY,C,C1,672.0,19.42,Individual,Fully Paid
3000.0,3000.0,36 months,5.79,90.99,7 years,MORTGAGE,72000.0,Source Verified,home_improvement,OH,A,A2,807.0,8.97,Individual,Fully Paid
13500.0,13500.0,60 months,12.68,304.96,7 years,RENT,50400.0,Source Verified,wedding,PA,C,C1,772.0,13.24,Individual,Fully Paid
10000.0,10000.0,60 months,14.17,233.57,8 years,MORTGAGE,49992.0,Verified,car,PA,C,C5,717.0,7.83,Individual,Fully Paid
24000.0,24000.0,36 months,10.74,782.78,,RENT,52000.0,Verified,debt_consolidation,WA,B,B4,742.0,7.82,Individual,Fully Paid
8000.0,8000.0,60 months,17.14,199.43,< 1 year,RENT,65000.0,Source Verified,credit_card,CA,E,E3,667.0,16.71,Individual,Fully Paid
10000.0,10000.0,60 months,18.62,257.32,10+ years,MORTGAGE,80892.0,Verified,other,CA,F,F2,677.0,14.67,Individual,Fully Paid
17600.0,14275.0,60 months,18.25,364.44,3 years,MORTGAGE,75000.0,Verified,small_business,AR,F,F1,672.0,15.47,Individual,Charged Off
3800.0,3800.0,36 months,5.79,115.25,3 years,MORTGAGE,30000.0,Source Verified,car,MO,A,A2,782.0,4.4,Individual,Fully Paid
6500.0,6500.0,36 months,10.74,212.01,3 years,RENT,45000.0,Not Verified,debt_consolidation,OH,B,B4,687.0,17.09,Individual,Fully Paid
3100.0,3100.0,60 months,10.37,66.44,< 1 year,MORTGAGE,33600.0,Source Verified,car,CA,B,B3,727.0,14.18,Individual,Fully Paid
17000.0,17000.0,60 months,17.14,423.78,3 years,RENT,54000.0,Verified,debt_consolidation,MD,E,E3,677.0,20.98,Individual,Charged Off
6800.0,6800.0,36 months,10.37,220.61,7 years,RENT,65700.0,Source Verified,other,TX,B,B3,692.0,23.11,Individual,Fully Paid
5000.0,5000.0,36 months,11.11,163.96,10+ years,MORTGAGE,88000.0,Source Verified,home_improvement,SC,B,B5,687.0,22.43,Individual,Fully Paid
5125.0,5125.0,36 months,10.0,165.37,,OWN,30000.0,Source Verified,credit_card,MO,B,B2,697.0,11.84,Individual,Fully Paid
5000.0,5000.0,36 months,9.63,160.47,4 years,MORTGAGE,110000.0,Not Verified,other,TX,B,B1,702.0,7.96,Individual,Fully Paid
6000.0,6000.0,60 months,10.0,127.49,10+ years,MORTGAGE,55000.0,Source Verified,home_improvement,NM,B,B2,752.0,6.81,Individual,Charged Off
12000.0,12000.0,36 months,7.66,374.16,4 years,MORTGAGE,50400.0,Source Verified,home_improvement,KY,A,A5,767.0,10.19,Individual,Fully Paid
4200.0,4200.0,36 months,5.79,127.38,5 years,RENT,30000.0,Source Verified,credit_card,CA,A,A2,767.0,8.24,Individual,Fully Paid
1500.0,1500.0,36 months,7.29,46.52,1 year,RENT,32000.0,Source Verified,credit_card,CA,A,A4,707.0,18.34,Individual,Fully Paid
5600.0,5600.0,60 months,14.91,132.96,1 year,MORTGAGE,37680.0,Verified,car,MO,D,D2,682.0,18.73,Individual,Fully Paid
11000.0,11000.0,36 months,6.92,339.25,9 years,MORTGAGE,117000.0,Not Verified,other,VA,A,A3,787.0,0.48,Individual,Fully Paid
12000.0,12000.0,36 months,10.74,391.39,10+ years,RENT,75000.0,Not Verified,debt_consolidation,MD,B,B4,687.0,20.54,Individual,Fully Paid
1000.0,1000.0,60 months,16.77,24.73,4 years,RENT,13000.0,Source Verified,debt_consolidation,CA,E,E2,677.0,15.6,Individual,Fully Paid
15000.0,15000.0,36 months,9.63,481.41,8 years,OWN,50052.0,Source Verified,home_improvement,IL,B,B1,732.0,20.28,Individual,Fully Paid
7000.0,7000.0,36 months,7.66,218.26,,RENT,18500.0,Source Verified,moving,PA,A,A5,732.0,10.96,Individual,Charged Off
9600.0,9600.0,36 months,10.0,309.77,4 years,MORTGAGE,80004.0,Verified,debt_consolidation,NV,B,B2,717.0,23.11,Individual,Charged Off
30000.0,30000.0,60 months,15.65,723.98,5 years,MORTGAGE,109200.0,Verified,home_improvement,FL,D,D4,742.0,16.45,Individual,Fully Paid
6500.0,6500.0,36 months,10.0,209.74,5 years,RENT,52000.0,Not Verified,car,MD,B,B2,722.0,21.65,Individual,Fully Paid
1200.0,1200.0,36 months,14.91,41.55,< 1 year,RENT,15600.0,Source Verified,debt_consolidation,OR,D,D2,662.0,18.08,Individual,Fully Paid
3000.0,3000.0,36 months,10.0,96.81,3 years,RENT,60000.0,Source Verified,other,TX,B,B2,702.0,6.76,Individual,Fully Paid
4000.0,4000.0,60 months,7.29,79.76,10+ years,MORTGAGE,50000.0,Not Verified,medical,TX,A,A4,777.0,10.87,Individual,Fully Paid
4000.0,4000.0,36 months,6.92,123.37,< 1 year,RENT,50000.0,Source Verified,car,TX,A,A3,772.0,0.6,Individual,Fully Paid
4200.0,4200.0,36 months,12.68,140.87,< 1 year,RENT,40000.0,Source Verified,major_purchase,NY,C,C1,697.0,4.44,Individual,Fully Paid
15000.0,15000.0,60 months,16.4,367.97,4 years,MORTGAGE,40000.0,Source Verified,major_purchase,CA,E,E1,702.0,2.46,Individual,Fully Paid
5000.0,5000.0,60 months,7.29,99.7,10+ years,MORTGAGE,90000.0,Not Verified,car,CT,A,A4,782.0,3.73,Individual,Fully Paid
28000.0,28000.0,60 months,10.74,605.17,8 years,MORTGAGE,77378.0,Verified,small_business,CT,B,B4,767.0,8.99,Individual,Fully Paid
30000.0,30000.0,60 months,16.4,735.94,8 years,RENT,79000.0,Verified,debt_consolidation,CA,E,E1,722.0,13.87,Individual,Fully Paid
8000.0,8000.0,36 months,10.74,260.93,6 years,RENT,30000.0,Not Verified,debt_consolidation,NM,B,B4,682.0,17.56,Individual,Fully Paid
7000.0,7000.0,36 months,14.91,242.35,1 year,RENT,32000.0,Not Verified,debt_consolidation,CA,D,D2,687.0,8.93,Individual,Fully Paid
12000.0,12000.0,36 months,10.0,387.21,3 years,RENT,93000.0,Not Verified,small_business,NJ,B,B2,722.0,19.26,Individual,Fully Paid
7000.0,7000.0,36 months,11.11,229.54,3 years,OWN,36400.0,Not Verified,debt_consolidation,IL,B,B5,692.0,10.98,Individual,Fully Paid
4800.0,4800.0,36 months,14.91,166.19,4 years,RENT,33000.0,Not Verified,moving,CA,D,D2,672.0,16.95,Individual,Fully Paid
6000.0,6000.0,60 months,15.28,143.63,5 years,RENT,51000.0,Not Verified,debt_consolidation,CA,D,D3,697.0,16.87,Individual,Fully Paid
8500.0,8500.0,36 months,10.37,275.76,8 years,RENT,47000.0,Not Verified,debt_consolidation,NJ,B,B3,697.0,20.81,Individual,Fully Paid
9000.0,9000.0,36 months,14.54,309.97,4 years,RENT,43200.0,Source Verified,medical,CA,D,D1,682.0,15.94,Individual,Fully Paid
4000.0,4000.0,36 months,10.74,130.47,2 years,RENT,28800.0,Not Verified,debt_consolidation,OH,B,B4,697.0,12.38,Individual,Fully Paid
4125.0,4125.0,36 months,14.54,142.07,5 years,RENT,22812.72,Source Verified,debt_consolidation,IL,D,D1,662.0,22.46,Individual,Fully Paid
9000.0,9000.0,36 months,10.0,290.41,5 years,MORTGAGE,62000.0,Not Verified,credit_card,MI,B,B2,732.0,14.03,Individual,Fully Paid
5500.0,5500.0,36 months,13.8,187.45,2 years,RENT,44196.0,Source Verified,major_purchase,CA,C,C4,677.0,9.2,Individual,Fully Paid
9350.0,9350.0,60 months,10.0,198.66,8 years,RENT,66000.0,Not Verified,car,NY,B,B2,772.0,4.84,Individual,Fully Paid
25000.0,25000.0,60 months,12.68,564.74,10+ years,MORTGAGE,96000.0,Verified,debt_consolidation,NC,C,C1,762.0,9.59,Individual,Fully Paid
7500.0,7500.0,60 months,7.66,150.86,10+ years,MORTGAGE,43000.0,Not Verified,car,FL,A,A5,772.0,3.24,Individual,Fully Paid
12000.0,12000.0,36 months,10.0,387.21,10+ years,RENT,50004.0,Not Verified,debt_consolidation,TX,B,B2,747.0,10.68,Individual,Fully Paid
6500.0,6500.0,36 months,10.37,210.87,9 years,MORTGAGE,57600.0,Source Verified,home_improvement,MN,B,B3,692.0,13.19,Individual,Fully Paid
17500.0,17500.0,36 months,7.29,542.68,10+ years,MORTGAGE,43000.0,Not Verified,debt_consolidation,MN,A,A4,767.0,13.67,Individual,Fully Paid
5300.0,5300.0,36 months,15.28,184.46,3 years,RENT,36000.0,Not Verified,other,NC,D,D3,662.0,7.47,Individual,Fully Paid
29000.0,29000.0,36 months,15.65,1014.55,10+ years,MORTGAGE,88812.93,Verified,credit_card,PA,D,D4,697.0,18.56,Individual,Fully Paid
5000.0,5000.0,36 months,5.42,150.8,10+ years,MORTGAGE,31000.0,Not Verified,debt_consolidation,NJ,A,A1,792.0,16.03,Individual,Fully Paid
25000.0,25000.0,60 months,13.8,579.12,6 years,RENT,60000.0,Verified,debt_consolidation,MD,C,C4,737.0,7.86,Individual,Charged Off
15000.0,15000.0,36 months,14.91,519.32,4 years,RENT,56000.0,Source Verified,debt_consolidation,CA,D,D2,677.0,19.09,Individual,Fully Paid
19000.0,19000.0,36 months,12.68,637.27,8 years,RENT,54000.0,Verified,debt_consolidation,NY,C,C1,692.0,23.56,Individual,Fully Paid
20000.0,20000.0,60 months,10.74,432.26,10+ years,MORTGAGE,95000.0,Verified,debt_consolidation,IL,B,B4,772.0,22.67,Individual,Fully Paid
2200.0,2200.0,60 months,10.37,47.15,5 years,MORTGAGE,103200.0,Not Verified,car,GA,B,B3,757.0,2.03,Individual,Fully Paid
20000.0,20000.0,60 months,10.37,428.6,10+ years,MORTGAGE,57600.0,Not Verified,debt_consolidation,CA,B,B3,752.0,5.77,Individual,Charged Off
15000.0,15000.0,36 months,9.63,481.41,9 years,MORTGAGE,77004.0,Source Verified,debt_consolidation,FL,B,B1,742.0,11.55,Individual,Fully Paid
7975.0,7975.0,36 months,5.79,241.86,8 years,MORTGAGE,40800.0,Not Verified,debt_consolidation,OH,A,A2,782.0,21.74,Individual,Fully Paid
12000.0,12000.0,36 months,7.29,372.12,2 years,RENT,22452.0,Verified,debt_consolidation,OR,A,A4,737.0,14.97,Individual,Fully Paid
3200.0,3200.0,36 months,15.28,111.37,3 years,RENT,18996.0,Verified,other,FL,D,D3,687.0,3.79,Individual,Charged Off
21000.0,21000.0,36 months,10.37,681.27,3 years,RENT,66000.0,Verified,credit_card,NY,B,B3,722.0,17.67,Individual,Fully Paid
9000.0,9000.0,36 months,13.8,306.73,10+ years,MORTGAGE,71700.0,Source Verified,debt_consolidation,FL,C,C4,682.0,24.5,Individual,Fully Paid
9000.0,9000.0,36 months,6.92,277.57,3 years,MORTGAGE,57359.0,Not Verified,debt_consolidation,SC,A,A3,757.0,23.54,Individual,Fully Paid
10000.0,10000.0,60 months,17.14,249.28,1 year,RENT,65000.0,Source Verified,debt_consolidation,DC,E,E3,697.0,13.14,Individual,Fully Paid
15000.0,15000.0,60 months,14.91,356.15,3 years,RENT,99000.0,Verified,house,AZ,D,D2,702.0,19.78,Individual,Fully Paid
3000.0,3000.0,60 months,15.28,71.82,2 years,RENT,22951.0,Verified,major_purchase,OH,D,D3,707.0,6.01,Individual,Fully Paid
4200.0,4200.0,36 months,11.11,137.73,4 years,RENT,36996.0,Source Verified,other,CA,B,B5,697.0,7.1,Individual,Fully Paid
4800.0,4800.0,36 months,14.54,165.32,2 years,RENT,65000.0,Verified,major_purchase,MD,D,D1,692.0,10.5,Individual,Fully Paid
4800.0,4800.0,60 months,16.77,118.7,4 years,RENT,47000.0,Source Verified,major_purchase,LA,E,E2,662.0,21.5,Individual,Fully Paid
12875.0,12875.0,60 months,14.91,305.69,1 year,MORTGAGE,85000.0,Verified,debt_consolidation,CA,D,D2,702.0,19.64,Individual,Fully Paid
16000.0,16000.0,36 months,10.37,519.06,1 year,RENT,64800.0,Source Verified,credit_card,CA,B,B3,732.0,16.02,Individual,Fully Paid
17000.0,17000.0,36 months,7.66,530.06,3 years,MORTGAGE,57600.0,Verified,credit_card,CA,A,A5,737.0,15.4,Individual,Fully Paid
32000.0,22325.0,60 months,16.02,543.14,< 1 year,OWN,130000.0,Verified,debt_consolidation,CA,D,D5,722.0,3.85,Individual,Charged Off
14000.0,14000.0,60 months,17.51,351.79,10+ years,OWN,56000.0,Verified,home_improvement,NH,E,E4,697.0,16.44,Individual,Fully Paid
9600.0,9600.0,36 months,16.02,337.61,5 years,RENT,34560.0,Not Verified,debt_consolidation,CA,D,D5,662.0,13.03,Individual,Fully Paid
34200.0,24800.0,60 months,17.14,618.22,6 years,MORTGAGE,168300.0,Verified,small_business,NC,E,E3,712.0,24.91,Individual,Fully Paid
4000.0,4000.0,36 months,13.43,135.61,< 1 year,RENT,42000.0,Source Verified,major_purchase,MI,C,C3,677.0,7.29,Individual,Fully Paid
8000.0,8000.0,36 months,10.74,260.93,4 years,RENT,25000.0,Verified,home_improvement,CT,B,B4,732.0,5.86,Individual,Fully Paid
15000.0,15000.0,36 months,9.63,481.41,10+ years,RENT,48000.0,Not Verified,debt_consolidation,CA,B,B1,727.0,24.75,Individual,Charged Off
10000.0,10000.0,36 months,10.74,326.16,3 years,RENT,49800.0,Source Verified,debt_consolidation,CA,B,B4,717.0,16.55,Individual,Fully Paid
25000.0,25000.0,60 months,13.06,569.6,5 years,RENT,57000.0,Verified,other,VA,C,C2,742.0,13.07,Individual,Fully Paid
10000.0,10000.0,36 months,7.66,311.8,9 years,RENT,38400.0,Not Verified,major_purchase,CA,A,A5,772.0,22.25,Individual,Fully Paid
25000.0,25000.0,36 months,11.11,819.78,2 years,RENT,52000.0,Verified,small_business,VA,B,B5,732.0,13.32,Individual,Fully Paid
15000.0,15000.0,36 months,9.63,481.41,6 years,MORTGAGE,115000.0,Not Verified,home_improvement,VA,B,B1,727.0,2.43,Individual,Charged Off
12000.0,12000.0,60 months,16.02,291.95,< 1 year,RENT,38000.0,Not Verified,medical,CO,D,D5,687.0,17.34,Individual,Fully Paid
35000.0,35000.0,60 months,14.17,817.48,10+ years,MORTGAGE,110000.0,Verified,debt_consolidation,TX,C,C5,757.0,8.96,Individual,Fully Paid
5925.0,5925.0,36 months,11.11,194.29,< 1 year,RENT,40000.0,Source Verified,credit_card,KS,B,B5,682.0,18.48,Individual,Charged Off
5000.0,5000.0,60 months,20.11,132.78,4 years,MORTGAGE,54500.0,Verified,debt_consolidation,OH,G,G1,677.0,22.77,Individual,Charged Off
15000.0,15000.0,60 months,18.62,385.98,8 years,OWN,100000.0,Verified,home_improvement,CA,F,F2,692.0,19.85,Individual,Fully Paid
17000.0,17000.0,60 months,13.43,390.56,6 years,MORTGAGE,54000.0,Source Verified,debt_consolidation,CA,C,C3,727.0,21.8,Individual,Fully Paid
14500.0,14500.0,60 months,16.02,352.77,5 years,MORTGAGE,39000.0,Not Verified,home_improvement,KY,D,D5,682.0,21.54,Individual,Fully Paid
3000.0,3000.0,36 months,7.66,93.54,10+ years,MORTGAGE,52000.0,Verified,home_improvement,IL,A,A5,712.0,16.75,Individual,Fully Paid
4000.0,4000.0,60 months,12.68,90.36,8 years,RENT,45600.0,Source Verified,car,WI,C,C1,717.0,11.21,Individual,Fully Paid
2000.0,2000.0,36 months,7.66,62.36,10+ years,MORTGAGE,34000.0,Source Verified,credit_card,AZ,A,A5,707.0,24.04,Individual,Charged Off
6500.0,6500.0,36 months,10.74,212.01,1 year,RENT,40000.0,Source Verified,car,IL,B,B4,702.0,19.29,Individual,Fully Paid
10000.0,10000.0,36 months,14.17,342.61,< 1 year,RENT,59000.0,Not Verified,debt_consolidation,NJ,C,C5,682.0,8.01,Individual,Fully Paid
8000.0,8000.0,36 months,15.28,278.43,7 years,RENT,70000.0,Source Verified,debt_consolidation,NY,D,D3,662.0,11.91,Individual,Charged Off
25000.0,25000.0,60 months,18.25,638.25,5 years,MORTGAGE,102000.0,Verified,debt_consolidation,NY,F,F1,677.0,18.32,Individual,Fully Paid
5000.0,5000.0,36 months,10.74,163.08,4 years,OWN,65544.0,Verified,other,CO,B,B4,697.0,20.89,Individual,Fully Paid
26025.0,26025.0,60 months,17.14,648.75,8 years,MORTGAGE,78636.0,Source Verified,debt_consolidation,LA,E,E3,707.0,1.75,Individual,Fully Paid
30000.0,30000.0,60 months,14.17,700.7,5 years,MORTGAGE,214992.0,Verified,debt_consolidation,IL,C,C5,762.0,5.74,Individual,Charged Off
5000.0,5000.0,36 months,6.92,154.21,4 years,MORTGAGE,100000.0,Not Verified,major_purchase,AL,A,A3,742.0,14.16,Individual,Fully Paid
14400.0,14400.0,60 months,18.25,367.63,6 years,MORTGAGE,135996.0,Not Verified,debt_consolidation,MO,F,F1,662.0,21.32,Individual,Fully Paid
9000.0,9000.0,36 months,14.54,309.97,10+ years,MORTGAGE,70000.0,Source Verified,other,FL,D,D1,677.0,18.66,Individual,Fully Paid
9600.0,9600.0,60 months,13.06,218.73,10+ years,MORTGAGE,103000.0,Not Verified,car,MN,C,C2,717.0,2.55,Individual,Fully Paid
11000.0,11000.0,36 months,13.43,372.92,4 years,MORTGAGE,71000.0,Not Verified,home_improvement,MA,C,C3,682.0,22.04,Individual,Fully Paid
25000.0,25000.0,60 months,13.06,569.6,10+ years,MORTGAGE,45000.0,Verified,home_improvement,KS,C,C2,727.0,12.29,Individual,Charged Off
3900.0,3900.0,36 months,7.29,120.94,,MORTGAGE,16800.0,Verified,other,WV,A,A4,737.0,7.64,Individual,Fully Paid
30000.0,30000.0,60 months,13.43,689.22,5 years,MORTGAGE,110000.0,Verified,credit_card,IL,C,C3,752.0,25.67,Individual,Charged Off
14400.0,14400.0,60 months,16.77,356.1,5 years,OWN,125000.0,Verified,debt_consolidation,PA,E,E2,677.0,5.88,Individual,Fully Paid
